,OPEN_TIME,PREDICTION
42593,1660590000000.0,0.3148096204908814
42594,1660593600000.0,0.34755933126784727
42595,1660597200000.0,0.3824496451249024
42596,1660600800000.0,0.3565175260075288
42597,1660604400000.0,0.32019707896584293
42598,1660608000000.0,0.3565175260075288
42599,1660611600000.0,0.3681340981210147
42600,1660615200000.0,0.3570520260708262
42601,1660618800000.0,0.36740114956903175
42602,1660622400000.0,0.36211125428885527
42603,1660626000000.0,0.36112350858765047
42604,1660629600000.0,0.354550502897155
42605,1660633200000.0,0.3960986622887401
42606,1660636800000.0,0.34675488287640766
42607,1660640400000.0,0.37746428032950946
42608,1660644000000.0,0.3791893897022591
42609,1660647600000.0,0.36901265034827885
42610,1660651200000.0,0.3809675008144276
42611,1660654800000.0,0.3820086655982909
42612,1660658400000.0,0.3707593242619441
42613,1660662000000.0,0.35920457964461205
42614,1660665600000.0,0.33730985072792125
42615,1660669200000.0,0.36690309358503137
42616,1660672800000.0,0.3231985750788726
42617,1660676400000.0,0.3411337100564564
42618,1660680000000.0,0.3102017730632562
42619,1660683600000.0,0.39036900479388087
42620,1660687200000.0,0.3743328888135782
42621,1660690800000.0,0.30371770572177154
42622,1660694400000.0,0.37670431166673796
42623,1660698000000.0,0.36027136021112677
42624,1660701600000.0,0.3510084680376665
42625,1660705200000.0,0.34530093455777205
42626,1660708800000.0,0.35073625160002536
42627,1660712400000.0,0.3540163562078466
42628,1660716000000.0,0.34885456401328
42629,1660719600000.0,0.34525508683409356
42630,1660723200000.0,0.35254968353757654
42631,1660726800000.0,0.3543938481940524
42632,1660730400000.0,0.346509388772494
42633,1660734000000.0,0.34277207127266124
42634,1660737600000.0,0.3591502801088806
42635,1660741200000.0,0.3554894677926825
42636,1660744800000.0,0.33206663644347845
42637,1660748400000.0,0.3353316120239912
42638,1660752000000.0,0.3742639859286621
42639,1660755600000.0,0.3620894351105611
42640,1660759200000.0,0.3478334884605399
42641,1660762800000.0,0.37322743123964264
42642,1660766400000.0,0.41397980114834904
42643,1660770000000.0,0.3713545631337769
42644,1660773600000.0,0.3714773453463734
42645,1660777200000.0,0.3697703442135656
42646,1660780800000.0,0.3540909000906576
42647,1660784400000.0,0.34673481911058146
42648,1660788000000.0,0.34775520405423244
42649,1660791600000.0,0.34488934794851445
42650,1660795200000.0,0.34172637518016685
42651,1660798800000.0,0.3589999043544817
42652,1660802400000.0,0.3136899728516724
42653,1660806000000.0,0.30889569157556623
42654,1660809600000.0,0.30332548615652166
42655,1660813200000.0,0.28786788261035845
42656,1660816800000.0,0.2808561925059808
42657,1660820400000.0,0.275698159962427
42658,1660824000000.0,0.2807242213981101
42659,1660827600000.0,0.27089273420624455
42660,1660831200000.0,0.28787109560252616
42661,1660834800000.0,0.2829120507524728
42662,1660838400000.0,0.3056721729574021
42663,1660842000000.0,0.29492346847254447
42664,1660845600000.0,0.3118087292279776
42665,1660849200000.0,0.3068344070340106
42666,1660852800000.0,0.30397053205561253
42667,1660856400000.0,0.3079627359340224
42668,1660860000000.0,0.3084115044613822
42669,1660863600000.0,0.3127638095701311
